Track Number,Song Title,Artist,Release Date,Lyrics,Album Name
6,Eternal Recurrence,Ride,16-Aug-19,"2 ContributorsEternal Recurrence Lyrics The boy in the picture has gone That light only lasts for so long You don't know a thing about me But go on and judge what you see Sinking is easy Only clouds in the mirror Feeling uneasy Don't look again November, recovery, change The light always wins over pain Broken time may never mend But love will win in the end Sinking is easy Only clouds in the mirror Feeling uneasy Don't look again See Ride LiveGet tickets as low as $54You might also like A fugitive's lost afternoon He lost himself in the room Some things can never repair Now all is ahead and not there Now all is ahead and not there Now all is ahead and not thereEmbed",This Is Not a Safe Place
7,Fifteen Minutes,Ride,16-Aug-19,"2 ContributorsFifteen Minutes Lyrics Once in a lifetime You do something Something totally fucked That it totally changes everything Now you've got to live with it But you never live it down And it hounds you to the ground Yeah, it hounds you to the ground This was your fifteen minutes Hope you had fun now Have a nice life, yeah You're basically done now (Na na na na) (Na na na na) (Na na na na) (Na na na na) Karma is a killer Regret can really nail you too And nothing you can do or say Can fix this for you Sorry to say it But you can't go back in time This is your life now Until the end of the line Forever unforgiven The cure will not be found As it hounds you to the ground Yeah it hounds you to the ground See Ride LiveGet tickets as low as $54You might also like This was your fifteen minutes Hope you had fun now Have a nice life, yeah You're basically done now This was your fifteen minutes Hope you had fun now Have a nice life, yeah You're basically done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done now (Na na na na) You're done nowEmbed",This Is Not a Safe Place
8,Jump Jet,Ride,16-Aug-19,"3 ContributorsJump Jet Lyrics And a jet could take me far But I couldn't escape this feeling That I donât know where I'm bound If I did get away Am I trapped or just worn down? I work hard and miss my family And the wheels of industry Keep on grinding away This is life on the outside, yeah This is life on the outside, yeah This is life on the outside, yeah As the engines start to roar We keep working to keep this feeling We're not human anymore Weâre just ticking away The machine is on our side As it was, as it's in the beginning It's becoming self-aware And we're fading away This is life on the outside, yeah This is life on the outside, yeah This is life on the outside, yeah See Ride LiveGet tickets as low as $54You might also like This is life on the outside, yeah This is life on the outside, yeah This is life on the outside, yeahEmbed",This Is Not a Safe Place
9,Dial Up,Ride,16-Aug-19,4 ContributorsDial Up Lyrics A day just like any other It could go either way Happiness is too much to ask Feeling is all I crave Got a ticket for an exhibition If I wanna distract my brain But that's really no solution For a love so far that it feels like pain Life has me rattled I've lost sight of my soul I've got no concentration I'm swinging from pole to pole Its like my brain's on dial-up It's trying but it can't get through Or a virus is in the system Dividing two by two by two Sometimes I wonder What in the world do I feel Sometimes I wonder Is any of this even real? Are we living? Are we living? Are we living? Are we living? See Ride LiveGet tickets as low as $54You might also like I never know what makes it pass I only know it will A borderline psychedelic event Then a feeling that it's had its fill Suddenly I'm smiling As I feel it start to end Roll down my windows And I'm myself again Sometimes I wonder What in the world do I feel Sometimes I wonder Is any of this even real? Are we living? Are we living? Are we living? Are we living? Are we living? Are we living? Are we living? Are we living?Embed,This Is Not a Safe Place
10,End Game,Ride,16-Aug-19,"2 ContributorsEnd Game Lyrics Looking back when I try to remember Looking back when I try to remember I thought that we had something I thought that we had something Looking back when I try to remember Looking back when I try to remember I thought that we had something I thought that we had something But you are looking at a different picture Of two parties but only one victor If that's the game, of course we can play it Forever changed, that's a shame to say it The end game brings me no pleasure It's served cold and it's served forever That's the way it's got to be You've killed yourself stone dead to me Looking back when I try to remember Looking back when I try to remember I thought that we had something I thought that we had something Looking back when I try to remember Looking back when I try to remember I thought that we had something I thought that we had something See Ride LiveGet tickets as low as $54You might also like What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong with you? What went wrong? What is wrong, wrong with you? Looking back when I try to remember Looking back when I try to remember I thought that we had something I thought that we had something I thought that we had something I thought that we had something I thought that we had something I thought that we had somethingEmbed",This Is Not a Safe Place
11,Shadows Behind the Sun,Ride,16-Aug-19,2 ContributorsShadows Behind the Sun Lyrics Living in these shadows I can't live there anymore The once high Falling so far Those words are always with me My brothers in the dark Friends or foes I can't tell them apart Mistaken identities And my old me is killing me This world breaks everybody now At the broken places be strong Many words without voices Echoes more that's lost than won In the shadows behind the sun Words go way beyond me I can't them anymore Words fail me And all I've lived for Those voices always with me My sisters in the dark Commotions in oceans Tears it all apart See Ride LiveGet tickets as low as $54You might also like Mistaken identities And my old me is killing me This world breaks everybody now At the broken places be strong Many words without voices Echoes more that's lost than won In the shadows behind the sun Only shadows behind the sun In the shadows behind the sun Only shadows behind the sunEmbed,This Is Not a Safe Place
12,In This Room,Ride,16-Aug-19,"3 ContributorsIn This Room Lyrics Everything has been leading here I always wanted to be In this room How they come and go and I want to know What they know In this room You and I are dominoes Collapse one at a time In this room And I started to understand What it really means to be In this room This is not a safe place to be You didn't think it was When you lined up to sign your name This is not a safe place to be And no one cares If raving and drowning do look the same So I see them all arrive All of them promising the world In this room Taking the game for all it's got Before or snatches back the lot In this room I'm not exactly a fly on the wall Or anything at all In this room I turn up, turn it on Try to play in tune On this song See Ride LiveGet tickets as low as $54You might also like This is not a safe place to be You didn't think it was When you lined up to sign your name This is not a safe place to be And no one cares If raving and drowning do look the sameEmbed",This Is Not a Safe Place
1,​shanty,Slowdive,1-Sep-23,14 ContributorsTranslationsPolskiPortuguÃªsâshanty Lyrics I was a junkman A candle burning Settled over When the night rolled in I waited for you In my dreams of you An idle moment When the night rolled in In the morning Come on over Your eyes are mourning When the night rolled in Time runs on once more Another ghost is born I feel like change will come When the night rolled inSee Slowdive LiveGet tickets as low as $55You might also likeEmbed,​​​everything is alive
2,​​​prayer remembered,Slowdive,1-Sep-23,,​​​everything is alive
3,​​​alife,Slowdive,1-Sep-23,"14 ContributorsTranslationsPolskiPortuguÃªsâââalife Lyrics Two lives are hard lives with you Two lives are hard lives with you Two lives are hard lives with you Hey, just look at us now Time made fools of us all We look, but we don't understand We try, but we don't look around Looking down Looking around Two lives are hard lives with you Two lives are hard lives with you Down where the river runs through The town, there's a memory of you Don't look, don't look at me now Time has got me somehow It's you and only you You and only you Two lives are hard lives with you Two lives are hard lives with you Two lives arÐµ hard lives with you Two lives are hard livÐµs with you See Slowdive LiveGet tickets as low as $55You might also like Down where the river runs through The town, there's a memory of you Don't look, don't look at me now Time has got me somehow Two hard lives are hard lives with you Two lives are hard lives with youEmbed",​​​everything is alive
4,andalucia plays,Slowdive,1-Sep-23,"15 ContributorsTranslationsPolskiPortuguÃªsandalucia plays Lyrics The sun's coming up And I see you're smiling I dream like a butterfly The prayers of Saint Christopher Travellers and stones And ghosts on the river Days fold into the end Know I ran the Roman head And you are the heart The prayer I remember These reggae tunes Baby, it's over Chained to the clouds You are my angel Wearing your favorite shirt French cloth and polka-dot Andalucia Plays on the stereo Remember the first winter The dark heart of everything And the dog just laid down You'll cry for all of us See Slowdive LiveGet tickets as low as $55You might also like You are my angel Wearing your favorite shirt French cloth and polka-dot Andalucia Plays on the stereo I dream like a butterfly Perfect and temporary You are my angel Wearing your favorite shirt French cloth and polka-dot Andalucia Plays on the stereo Remember the first winter The dark heart of everything And the dog just laid down And you'll cry for all of usEmbed",​​​everything is alive
5,​​​kisses,Slowdive,1-Sep-23,"15 ContributorsTranslationsPolskiPortuguÃªsâââkisses Lyrics Tell me, ""You're the best thing"" I tell you, ""That's what you need"" Rolling on those good looks Maybe it's just enough I know you dream of snowfields Floating high above the trees Living for the new thing Sometimes the new won't do Kisses Born desert sun Kisses Born desert sun Kisses Born desert sun Maybe there's a car there Driving away from here Taking all the ghosts, the hurt Well, everything starts anew Tell mÐµ what you need, what's right Whatever is just enough Is living with thÐµ truth, a start Maybe it's just enough See Slowdive LiveGet tickets as low as $55You might also like Kisses Born desert sun Kisses Born desert sun Kisses Born desert sun Kisses Born desert sun Kisses Born desert sun Kisses Born desert sun Kisses Born desert sunEmbed",​​​everything is alive
6,​​skin in the game,Slowdive,1-Sep-23,8 ContributorsTranslationsPolskiPortuguÃªsââskin in the game Lyrics I won't know and you won't say it now 'Cause you don't say and I will never ask Skin in the game Skin in the game Poison the heart won't go so far Skin in the game Skin in the game Blood in the highs and count the stars (Poison heart won't get so far) I won't know if you won't say it now 'Cause you don't say and I will never ask Skin in the game Skin in the game Well-come the highs and count the stars Skin in the game Skin in the game Poise in the heart will go so far Blood in the highs and count the sun Poise in the heart will go so farSee Slowdive LiveGet tickets as low as $55You might also likeEmbed,​​​everything is alive
7,​​chained to a cloud,Slowdive,1-Sep-23,9 ContributorsTranslationsPolskiPortuguÃªsââchained to a cloud Lyrics Did you really understand Falling down to the beginning? Did you see it's all real? For the partâ ofâ us to letâ âem know Did you give way For theâ time to Did you see it's all real? Did you follow? Did you really understand Falling down to the beginning? Did you see it's all real? For the part of us to let âem know Did you give way For the time to Did you see it's all real? Did you give?See Slowdive LiveGet tickets as low as $55You might also like1Embed,​​​everything is alive
8,​​the slab,Slowdive,1-Sep-23,8 Contributorsââthe slab LyricsSee Slowdive LiveGet tickets as low as $55You might also likeEmbed,​​​everything is alive
1,Peace Sign,Ride,29-Mar-24,"5 ContributorsPeace Sign Lyrics Shine, shining, the thought in your mind As you're racing away from the light Tonight, the feeling inside Is a tension that's outside of time As you climb, the face of the rock Has a feeling that's winding you tight It's alright, your instincts are always right Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there Think I'm ready, yÐµs I'm ready This is the window and I'm not waiting I'm not waiting, with no direction I'm all rÐµady for satiation No returning, no way home And I think I might lose my phone and In the moment, now I feel, and finally I'm real See Ride LiveGet tickets as low as $54You might also like Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there La, la-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la Shine, shining, the thought in your mind As you're racing away from the light Tonight, the feeling inside Is a tension that's outside of time As you climb, the face of the rock Has a feeling that's winding you tight It's alright, your instincts are always right Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there Give me a peace sign Throw your hands in the air Give me a peace sign Let me know you're there La, la-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-laEmbed",Interplay
2,Last Frontier,Ride,29-Mar-24,"4 ContributorsLast Frontier Lyrics This time around I think we found the place from before If the spirit moves you Now you can come back to the place from before You've always known you can find me In the placeâfromâbefore Theâmore we changeâwe just stayâthe same Like the place from before Do-do-do-do-do Do-do-do-do-do-do-do Do-do-do-do-do Do-do-do-do-do-do-do This time around I hope I won't drown in the fallout But if we don't look down We won't hit the ground or get called out We don't get it now, and we never will And I guess that's fine It's in front of our eyes Has been all the time, but it's hard to define See Ride LiveGet tickets as low as $54You might also like Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Seeing eye to eye Without losing your way Oh Without losing your way I lost my way trying to care about us And the places we found here I lost my way when I was safe In the middle of my darkest hour I lost my way when I found the flow Was it good, was it bad? I don't know I never could tell And I'll never know Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Ways of leaving, ways to say goodbye Ways of seeing, seeing eye to eye Seeing eye to eye Seeing eye to eyeEmbed",Interplay
3,Light in a Quiet Room,Ride,29-Mar-24,"3 ContributorsLight in a Quiet Room Lyrics Fading light in a quiet room And the darkness is coming soon I can feel a sense of relief Inner space far beyond belief Listen hard to the sounds of you Far away but still coming through Don't worry, now it's all in hand In a space far beyond any plan A light in a quiet room A light in a quiet room A light in a quiet room A light in a quiet room Tell me the story Tell me, before it gets too late I never took any good advice I rode my luck for most of my life I didn't think that the same rules applied Never thought I would ever die Now I'm fading in a quiet room I loved you all and I'm leaving too soon Finding calm in a moment of fear Making time, now the moment is here See Ride LiveGet tickets as low as $54You might also like A light in a quiet roomEmbed",Interplay
4,Monaco,Ride,29-Mar-24,"3 ContributorsMonaco Lyrics This hope or despair Who devised all this torment? Whoâs ringing in the backward bell? Peripheral vision Rise up all lain dormant Fight before your strength is frail If this is being (Can you feel it?) Itâs no Creation that I know If this is fear (Can you hear it?) Itâs time to go, to make your bones Over the edge we go (Can you hear it?) This pressure, this pressure (Can you feel it?) Is this the life I own? Into the no mind Of momentary liberation Broken by these pills prescriptions for relief Broken by this country WÐµ get smashed into piecÐµs Better take these pills cause everythingâs for sale See Ride LiveGet tickets as low as $54You might also like If this is being (Can you feel it?) Itâs no Creation that I know If this is fear (Can you hear it?) Itâs time to go To make your bones Over the edge we go (Can you hear it?) This pressure, this pressure (Can you feel it?) Is this the life I own? If they go We burn Monaco If they go We burn Monaco If they go We burn Monaco (Is this all I own?) If they go (Is this all I own?) We burn Monaco If this is being (Can you feel it?) Itâs no Creation that I know If this is fear (Can you hear it?) Itâs time to go To make your bones Over the edge we go (Can you hear it?) This pressure, this pressure (Can you feel it?) Is this the life I own? This is the life I own This is the life I own This is the life I ownEmbed",Interplay
5,I Came to See the Wreck,Ride,29-Mar-24,"3 ContributorsI Came to See the Wreck Lyrics I don't know Who I've known Where I'm going I don't know Where I've been Where I'm going I thought I heard a voice cry, now we're here To be forgotten To be forgotten I thought I heard a voice cry, now we're here Some people can't be forgotten Some words can't be forgotten Streets I've known Enchant me Back to them I don't know What grows Between us I thought I heard a voice cry, now we're here To bÐµ forgotten To be forgotten I thought I hÐµard a voice cry, now we're here Some people can't be forgotten Some words can't be forgotten See Ride LiveGet tickets as low as $54You might also like The system alerts a system failure The system alerts a system failure The system alerts a system failure This is a system breakdown This is a system breakdown Rage, body and soul Rage, body and soul Rage, body and soul Rage, body and soul Rage, body and soul Rage, body and soul To arrive where we started Rage, body and soul Rage, body and soul To arrive where we started Rage, body and soul Rage, body and soul To arrive where we started Rage, body and soul Rage, body and soul To arrive where we started Rage, body and soul Rage, body and soul To arrive where we started Rage, body and soul Rage, body and soul To arrive where we startedEmbed",Interplay
6,Stay Free,Ride,29-Mar-24,"3 ContributorsStay Free Lyrics Stay free, stay free, if you can Stay free, stay golden Stay free, turn away from theâ darknessâ surrounding you Stay free,â stay awake, and don't surrender Don't surrender Stayâ free, stay golden, if you can Turn away from the darkness Surrender to the light Stay free, if you can, if you can Stay free, stay golden Turn away from the darkness Surrender And now dream on Hear me, my time Night time, every time Tongue tied in a lucid dream In a lucid dream Stay free, stay golden When your time has come When your time has come Ooh Stay gold, stay away from the darkness Turn away from the darkness OoohSee Ride LiveGet tickets as low as $54You might also likeEmbed",Interplay
7,Last Night I Went Somewhere to Dream,Ride,29-Mar-24,"4 ContributorsLast Night I Went Somewhere to Dream Lyrics Last night I went, yeah I went somewhere, yeah I went somewhere to dream Last night I went, yeah I went somewhere, yeah I went somewhere to dream If I dream it, I can see it If I see it, I can feel it If I feel it, I can be it I can be it if I dream it Last night I went, yeah I went somewhere, yeah I went somewhere to dream When the morning comes I'm always out of time Reaching for the pieces I left inside my mind My cards are all laid out I'm waiting for a sign From the other side Or maybe mine? See Ride LiveGet tickets as low as $54You might also like Last night I went, yeah I went somewhere, yeah I went somewhere to dream Last night I went, yeah I went somewhere, yeah I went somewhere to dream Running from a life That's running out of time Believing in a future That won't be yours or mine The wheel of suffering Can only turn again With diminishing returns For the same old men Last night I went, yeah I went somewhere, yeah I went somewhere to dream Last night I went, yeah I went somewhere, yeah I went somewhere to dream If I dream it, I can see it If I see it, I can feel it If I feel it, I can be it I can be it if I dream it If I dream it, I can see it If I see it, I can feel it If I feel it, I can be it I can be it if I dream itEmbed",Interplay
8,Sunrise Chaser,Ride,29-Mar-24,3 ContributorsSunrise Chaser Lyrics Round 'n' round 'n' round we go Steam rolled into cracks we've grown Awakening robbed by treachery A signature of shameless greed It's all the same to me (Coming down) (Early riser) Last call for you (Hear no sound) (Sunrise chaser) We'll be stronger than When all this started This will be our day We'll be wiser than When all this started (Coming down) (Early riser) We'll never fade away (Hear no sound) (Sunrise chaser) See Ride LiveGet tickets as low as $54You might also like We're all walking each other home We'll be stronger than When all this started We'll never fade away We'll not fade away (All away) (All away) We'll never fade away (All away) (All away) We'll not fade away (Early riser) (Sunrise chaser) We'll never fade away Embed,Interplay
9,Midnight Rider,Ride,29-Mar-24,"3 ContributorsMidnight Rider Lyrics Tonight, on a midnight ride Tonight is everything I'm a midnight rider On my way to an unknown plane Close my eyes Open up the doors of perception in my mind Go deep inside Make way For the midnight ride Tonight, on a midnight ride Tonight is everything I'm a midnight rider On my way to an unknown plane On a midnight ride I don't remember my name I'm a midnight rider I'm never gonna be the same In the end you should ignore all imaginary friends Begin again, make way Let the unknown in tonight Let the unknown in tonight See Ride LiveGet tickets as low as $54You might also like Tonight, on a midnight ride Tonight is everything I'm a midnight rider On my way to an unknown plane On a midnight ride I don't remember my name I'm a midnight rider I'm never gonna be the same Close my eyes Open up the doors of perception in my mind Go deep inside Make way For the midnight ride tonightEmbed",Interplay
10,Portland Rocks,Ride,29-Mar-24,"3 ContributorsPortland Rocks Lyrics When this battle is over Who will wear the crown? I'm so tired of waiting Tired of it wearing me down What are we fighting over? Who wins if it's destroyed? What is the prize if you win it? Nothing lives in a void Ah, why do I feel this way? Like I'm hanging off the edge of the world Hanging on every word Ah, why do I feel this way? Like I'm hanging off the edge of the world Hanging on every word you say When this battle is over Are you gonna win the war? The one you fight in the small hours Wondering what was it for You have nothing to offer ThÐµre's nowhere for you to go BÐµcause there's nothing inside you Anybody wants to know See Ride LiveGet tickets as low as $54You might also like Ah, why do I feel this way? Like I'm hanging off the edge of the world Hanging on every word you say Why do I feel this way? Like I'm hanging off the edge of the world Hanging on every word Ah, why do I feel this way? Like I'm hanging off the edge of the world Hanging on every word you say Ah, ah Ah, ah Ah, ah Ah, ahEmbed",Interplay
11,Essaouira,Ride,29-Mar-24,"3 ContributorsEssaouira Lyrics More, information More, information There's more, information There's more, information There's more, information There's more, information Machines in the monkey Monkey in the machines Monkey in the machines Machines in the monkey Monkey in the machines As the possible explodes Now the song's gone forever Now the song's gone forever As the possiblÐµ explodes No soul will be lÐµft alone No soul will be left alone Make, fake, take an end To make a beginning I'll leave my body On distant shores I'll make, fake, take an end To make a beginning I'll leave my body On distant shores See Ride LiveGet tickets as low as $54You might also like When you get blown up, you get blown up so big When you get blown up, you end up paper thin When you get blown up, you get blown up so big When you get blown up, you end up paper thin As the possible explodes Now the song's gone forever Now the song's gone forever As the possible explodes No soul will be left alone No soul will be left alone As the possible explodes As the possible explodes Now the song's gone forever Now the song's gone forever As the possible explodes As the possible explodes Now the song's gone forever Now the song's gone forever Machines in the monkey (As is the dancer) (So is the dance) (Now the song's gone forever) (Now the song's gone forever) Machines in the monkey (As is the dancer) (So is the dance) (Now the song's gone forever) (Now the song's gone forever) Machines in the monkeyEmbed",Interplay
12,Yesterday Is Just a Song,Ride,29-Mar-24,"3 ContributorsYesterday Is Just a Song Lyrics We don't have to think about tomorrow On those days when everything feels wrong Sometimes itâs too much to leave your comforts But remember what's in the past is gone And yesterday is just a song I've stopped overthinking whatâs been said Everyone's got troubles of their own Sometimes it's too much but I don't stop living Good or bad, there's not much there that's real And yesterday is no big deal Time runs and passes Good times come in flashes Sadness seeps in slow Weighs you down, gets in your bones But nothing's as it seems And you'll never know what is But you can change a feeling In a moment just like this Here we are today Tonightâs in view Wanting more than this feels wrong But you know Iâm still greedy I'll always be this way First I grasp a moment, then itâs gone And yesterday is just a songSee Ride LiveGet tickets as low as $54You might also likeEmbed",Interplay
